,location,size,total_sqft,bath,price,bhk,price_per_sqft
9672,Hennur Road,3 BHK,1654,3,97.8,3,5912.938331
9673,other,1 BHK,801,1,33.645,1,4200.374532
9674,other,4 Bedroom,2100,3,1000,4,47619.04762
9675,Bellandur,3 BHK,1685,3,101,3,5994.065282
9676,Banashankari,3 BHK,1540,3,80,3,5194.805195
9677,Thanisandra,2 BHK,1265,2,72,2,5691.699605
9678,Kasavanhalli,3 BHK,1200,2,38.4,3,3200
9679,other,3 BHK,1300,2,80,3,6153.846154
9680,Sultan Palaya,2 BHK,1009,2,65,2,6442.021804
9681,other,3 BHK,1540,3,65,3,4220.779221
9682,Bellandur,3 BHK,1735,3,105,3,6051.873199
9683,HSR Layout,4 Bedroom,2500,4,300,4,12000
9684,Marsur,2 BHK,497,1,20,2,4024.144869
9685,Hosakerehalli,3 BHK,2480,4,265,3,10685.48387
9686,Electronic City,2 BHK,1142,2,35,2,3064.798599
9687,other,3 BHK,1215,2,46.8,3,3851.851852
9688,Electronic City,2 BHK,1070,2,48,2,4485.981308
9689,Electronic City Phase II,2 BHK,1125,2,32.49,2,2888
9690,Bommasandra Industrial Area,2 BHK,1125,2,32.49,2,2888
9691,Kasavanhalli,2 BHK,1575,2,85,2,5396.825397
9692,Hosa Road,2 BHK,1360,2,77.61,2,5706.617647
9693,Haralur Road,3 BHK,1710,3,85,3,4970.760234
9694,Electronic City Phase II,2 BHK,1200,2,34.65,2,2887.5
9695,Bannerghatta Road,4 BHK,2185,3,120,4,5491.990847
9696,other,4 BHK,2400,4,135,4,5625
9697,Banashankari,2 BHK,1195,2,35.84,2,2999.16318
9698,Vittasandra,2 BHK,1246,2,67,2,5377.207063
9699,Bannerghatta Road,2 BHK,1012,2,45,2,4446.640316
9700,other,2 BHK,998,2,65,2,6513.026052
9701,Doddaballapur,3 Bedroom,2400,3,250,3,10416.66667
9702,7th Phase JP Nagar,2 BHK,1130,2,85,2,7522.123894
9703,Koramangala,3 BHK,1744,4,210,3,12041.2844
9704,Rajaji Nagar,4 BHK,2733,5,259,4,9476.765459
9705,Karuna Nagar,3 BHK,1354,2,98,3,7237.813885
9706,other,10 Bedroom,3300,9,450,10,13636.36364
9707,Brookefield,2 BHK,1389,2,94,2,6767.458603
9708,Sarjapur,4 Bedroom,2970,3,130,4,4377.104377
9709,Cooke Town,3 BHK,2560,4,310,3,12109.375
9710,Lakshminarayana Pura,2 BHK,1172,2,75,2,6399.317406
9711,other,3 Bedroom,500,2,75,3,15000
9712,Kaggadasapura,3 BHK,1495,3,60,3,4013.377926
9713,Varthur,2 BHK,1738,2,57.35,2,3299.76985
9714,Dodda Nekkundi,2 BHK,1315,2,50,2,3802.281369
9715,Marathahalli,2 BHK,1270,2,73,2,5748.031496
9716,Electronic City Phase II,2 BHK,1160,2,52.2,2,4500
9717,Raja Rajeshwari Nagar,3 BHK,1450,2,67,3,4620.689655
9718,Rayasandra,1 BHK,470,1,21,1,4468.085106
9719,other,2 BHK,1040,2,78,2,7500
9720,Sarjapur,2 BHK,1205,2,29,2,2406.639004
9721,other,3 BHK,1215,2,50,3,4115.226337
9722,Whitefield,2 BHK,1135,2,58,2,5110.132159
9723,8th Phase JP Nagar,3 BHK,1224,2,48.95,3,3999.183007
9724,Budigere,1 BHK,664,1,34,1,5120.481928
9725,Electronic City,3 BHK,1160,2,42,3,3620.689655
9726,Babusapalaya,2 Bedroom,1200,2,105,2,8750
9727,Bommasandra Industrial Area,3 BHK,1220,2,35.2,3,2885.245902
9728,Bharathi Nagar,2 BHK,1328,2,69,2,5195.783133
9729,other,2 BHK,975,2,45,2,4615.384615
9730,other,3 BHK,1907,2,200,3,10487.67698
9731,Malleshwaram,2 BHK,900,2,72,2,8000
9732,other,2 BHK,1330,2,80,2,6015.037594
9733,Rajiv Nagar,4 BHK,2330,5,175,4,7510.729614
9734,Munnekollal,3 BHK,1222,3,95,3,7774.140753
9735,other,3 Bedroom,4446,3,410,3,9221.77238
9736,Sarjapur  Road,3 BHK,2100,3,135,3,6428.571429
9737,Sarjapur  Road,4 BHK,3335,4,290,4,8695.652174
9738,Whitefield,3 Bedroom,3150,3,290,3,9206.349206
9739,other,3 Bedroom,1320,2,95,3,7196.969697
9740,9th Phase JP Nagar,7 Bedroom,820,7,140,7,17073.17073
9741,other,5 Bedroom,8000,5,550,5,6875
9742,Hennur Road,4 Bedroom,2400,5,500,4,20833.33333
9743,Uttarahalli,3 BHK,1330,2,46.55,3,3500
9744,Hosur Road,4 Bedroom,2000,4,130,4,6500
9745,Electronic City Phase II,2 BHK,1244,2,55,2,4421.221865
9746,other,2 BHK,1000,2,50,2,5000
9747,other,3 BHK,1400,3,45,3,3214.285714
9748,other,2 BHK,1000,2,35,2,3500
9749,Rajaji Nagar,2 Bedroom,1056,1,250,2,23674.24242
9750,Uttarahalli,3 BHK,1250,2,50,3,4000
9751,Hebbal,4 BHK,2630,5,188,4,7148.288973
9752,other,2 BHK,1225,2,48,2,3918.367347
9753,Hebbal,4 BHK,2790,5,198,4,7096.774194
9754,Indira Nagar,4 BHK,2800,4,365,4,13035.71429
9755,Seegehalli,3 BHK,1683,3,80,3,4753.416518
9756,Yelahanka,2 BHK,1250,2,54,2,4320
9757,Hennur Road,3 BHK,1305,2,110,3,8429.118774
9758,Sarjapur  Road,3 Bedroom,3009,3,331,3,11000.33234
9759,Kaggalipura,3 BHK,1150,2,57.5,3,5000
9760,Kaggadasapura,3 BHK,1654,3,70,3,4232.16445
9761,other,4 BHK,4500,3,225,4,5000
9762,Kadugodi,3 BHK,1890,4,125,3,6613.756614
9763,Kasavanhalli,2 BHK,1069,2,55,2,5144.995323
9764,Chandapura,2 BHK,750,1,18.5,2,2466.666667
9765,Banashankari,4 Bedroom,675,4,140,4,20740.74074
9766,Hormavu,3 Bedroom,2400,3,177,3,7375
9767,2nd Stage Nagarbhavi,5 Bedroom,1200,4,240,5,20000
9768,Koramangala,4 Bedroom,1410,2,280,4,19858.15603
9769,7th Phase JP Nagar,3 BHK,1680,3,130,3,7738.095238
9770,other,3 BHK,3500,4,500,3,14285.71429
9771,Sarjapur  Road,3 BHK,1700,3,93.5,3,5500
9772,other,4 Bedroom,2200,2,150,4,6818.181818
9773,Thanisandra,3 BHK,1595,3,105,3,6583.0721
9774,Hennur Road,3 BHK,1480,3,100,3,6756.756757
9775,other,3 Bedroom,1092,3,95,3,8699.6337
9776,Koramangala,3 BHK,1866,4,245,3,13129.68917
9777,Hebbal,3 BHK,3895,3,390,3,10012.83697
9778,Banashankari,3 BHK,1683,3,115,3,6833.036245
9779,Dasanapura,2 BHK,545,2,22.34,2,4099.082569
9780,Banaswadi,2 BHK,1340,2,73,2,5447.761194
9781,other,3 BHK,1100,3,53,3,4818.181818
9782,Akshaya Nagar,1 Bedroom,2000,1,200,1,10000
9783,Whitefield,2 BHK,1185,2,56,2,4725.738397
9784,Chandapura,2 BHK,1025,2,27.68,2,2700.487805
9785,Haralur Road,3 BHK,1730,3,95,3,5491.32948
9786,Hennur Road,3 BHK,1450,3,88.6,3,6110.344828
9787,Sarjapur  Road,3 BHK,1862,4,110,3,5907.626208
9788,Sarjapur  Road,4 Bedroom,4000,5,578,4,14450
9789,Old Madras Road,3 BHK,2430,5,180,3,7407.407407
9790,Hoodi,1 BHK,863,1,40.55,1,4698.725377
9791,other,2 BHK,1170,2,50,2,4273.504274
9792,other,2 BHK,1075,2,50,2,4651.162791
9793,Kodichikkanahalli,2 BHK,1060,2,34,2,3207.54717
9794,Sarjapur,2 BHK,850,2,32,2,3764.705882
9795,other,2 BHK,935,2,45.9,2,4909.090909
9796,Gollarapalya Hosahalli,4 BHK,1905,3,86,4,4514.435696
9797,other,6 Bedroom,2000,6,300,6,15000
9798,Uttarahalli,2 BHK,1125,2,47,2,4177.777778
9799,9th Phase JP Nagar,6 Bedroom,600,6,75,6,12500
9800,Chikkabanavar,4 Bedroom,1500,4,105,4,7000
9801,Bannerghatta Road,3 BHK,1725,3,85,3,4927.536232
9802,other,2 BHK,1120,2,36,2,3214.285714
9803,Brookefield,3 BHK,1750,2,75,3,4285.714286
9804,7th Phase JP Nagar,3 BHK,2000,3,77,3,3850
9805,Koramangala,3 BHK,1745,3,98,3,5616.045845
9806,other,5 Bedroom,750,3,95,5,12666.66667
9807,Uttarahalli,3 BHK,1270,2,55.25,3,4350.393701
9808,Iblur Village,5 BHK,5384,5,420,5,7800.89153
9809,Sahakara Nagar,2 BHK,1180,2,72,2,6101.694915
9810,other,2 BHK,1130,2,75,2,6637.168142
9811,Old Airport Road,4 BHK,2774,4,197,4,7101.658255
9812,Ardendale,3 BHK,1723,3,95,3,5513.639002
9813,Mysore Road,2 BHK,1175,2,70.5,2,6000
9814,Ambalipura,3 BHK,1607,2,112,3,6969.508401
9815,other,2 BHK,1334,2,62,2,4647.676162
9816,Vishwapriya Layout,5 Bedroom,2800,5,130,5,4642.857143
9817,Bellandur,3 BHK,1138,3,128,3,11247.80316
9818,Bannerghatta,2 BHK,1113,2,70,2,6289.308176
9819,9th Phase JP Nagar,3 BHK,1300,2,58,3,4461.538462
9820,Judicial Layout,4 Bedroom,2400,4,350,4,14583.33333
9821,Sahakara Nagar,2 BHK,1200,2,60,2,5000
9822,other,3 BHK,1900,3,190,3,10000
9823,Jakkur,4 BHK,5150,4,559,4,10854.36893
9824,2nd Stage Nagarbhavi,5 Bedroom,1200,5,290,5,24166.66667
9825,Whitefield,4 BHK,2956,5,234,4,7916.102842
9826,Begur Road,5 Bedroom,1100,5,165,5,15000
9827,Panathur,2 BHK,1398,2,97,2,6938.483548
9828,Margondanahalli,2 Bedroom,1152,1,66,2,5729.166667
9829,other,4 Bedroom,1200,5,325,4,27083.33333
9830,Nagavara,2 BHK,1110,2,44.95,2,4049.54955
9831,Devarachikkanahalli,2 BHK,1116,2,47,2,4211.469534
9832,Babusapalaya,2 BHK,1061,2,33.84,2,3189.443921
9833,Malleshwaram,1 BHK,620,1,86.8,1,14000
9834,7th Phase JP Nagar,3 BHK,1300,2,52,3,4000
9835,Yelahanka,2 BHK,1270,2,57,2,4488.188976
9836,other,2 BHK,966,2,50,2,5175.983437
9837,other,4 Bedroom,1200,4,110,4,9166.666667
9838,Kodigehalli,4 Bedroom,1320,4,249,4,18863.63636
9839,Iblur Village,4 BHK,3596,5,297,4,8259.176863
9840,other,3 BHK,1630,3,131,3,8036.809816
9841,other,5 BHK,600,6,72,5,12000
9842,other,4 Bedroom,600,4,60,4,10000
9843,Amruthahalli,2 BHK,1202,2,65,2,5407.65391
9844,other,4 Bedroom,1200,4,250,4,20833.33333
9845,Jakkur,2 BHK,1300,2,80,2,6153.846154
9846,Uttarahalli,6 Bedroom,1200,6,330,6,27500
9847,Electronic City,3 BHK,1360,2,70,3,5147.058824
9848,Hennur Road,2 BHK,1155,2,69.18,2,5989.61039
9849,Hosakerehalli,3 BHK,2378,3,310,3,13036.16484
9850,Hulimavu,2 BHK,1011,2,38,2,3758.654797
9851,HSR Layout,2 BHK,1203,2,72,2,5985.037406
9852,Hebbal,3 BHK,1645,3,113,3,6869.300912
9853,Horamavu Agara,3 BHK,1364,2,50,3,3665.68915
9854,Anekal,2 Bedroom,1200,1,36,2,3000
9855,other,1 BHK,1050,2,41,1,3904.761905
9856,Kothanur,3 BHK,1365,3,66,3,4835.164835
9857,Jigani,3 BHK,1252,3,70,3,5591.054313
9858,Jigani,3 BHK,1221,3,65,3,5323.505324
9859,Panathur,2 BHK,1065,2,58,2,5446.00939
9860,Uttarahalli,3 BHK,1270,2,55.25,3,4350.393701
9861,Sahakara Nagar,2 BHK,1032,2,45,2,4360.465116
9862,Frazer Town,4 BHK,2900,4,325,4,11206.89655
9863,Sector 2 HSR Layout,3 BHK,1515,2,69,3,4554.455446
9864,other,2 BHK,1427,2,52,2,3644.008409
9865,Magadi Road,2 BHK,940,2,50,2,5319.148936
9866,other,5 Bedroom,800,5,95,5,11875
9867,Bannerghatta Road,3 BHK,1460,2,80,3,5479.452055
9868,Sarjapur  Road,3 BHK,2275,4,175,3,7692.307692
9869,9th Phase JP Nagar,3 BHK,1522,3,90,3,5913.272011
9870,other,3 Bedroom,3210,4,380,3,11838.00623
9871,Thanisandra,2 BHK,1185,2,42.67,2,3600.843882
9872,other,13 BHK,5425,13,275,13,5069.124424
9873,Banashankari,3 BHK,1800,3,125,3,6944.444444
9874,Electronics City Phase 1,2 BHK,940,2,44,2,4680.851064
9875,other,4 Bedroom,1200,4,135,4,11250
9876,Marathahalli,3 BHK,1530,3,71,3,4640.522876
9877,other,2 BHK,1050,2,48,2,4571.428571
9878,Subramanyapura,2 BHK,929,2,49,2,5274.488698
9879,Banjara Layout,4 Bedroom,3750,5,145,4,3866.666667
9880,Whitefield,3 BHK,1530,3,75,3,4901.960784
9881,other,2 Bedroom,900,2,48,2,5333.333333
9882,Vasanthapura,2 BHK,978,2,34.22,2,3498.977505
9883,other,4 BHK,4041,4,345,4,8537.49072
9884,Ambalipura,1 BHK,770,1,43.82,1,5690.909091
9885,Kaval Byrasandra,2 BHK,1066,2,55,2,5159.474672
9886,Electronic City,1 BHK,635,1,28,1,4409.448819
9887,Whitefield,2 BHK,1015,2,45,2,4433.497537
9888,Hebbal,2 BHK,1175,2,54.05,2,4600
9889,Chikkabanavar,4 Bedroom,1200,4,130,4,10833.33333
9890,Vidyaranyapura,2 BHK,1188,2,50,2,4208.754209
9891,Indira Nagar,5 Bedroom,2400,5,700,5,29166.66667
9892,other,1 BHK,620,1,25,1,4032.258065
9893,other,2 BHK,1210,2,75,2,6198.347107
9894,Attibele,3 Bedroom,1000,3,90,3,9000
9895,Rajaji Nagar,3 BHK,1500,2,99,3,6600
9896,Electronic City,4 Bedroom,1800,3,190,4,10555.55556
9897,Thanisandra,2 BHK,1185,2,43.66,2,3684.388186
9898,Basavangudi,3 BHK,1600,3,130,3,8125
9899,Gottigere,2 BHK,1100,2,28,2,2545.454545
9900,Yelahanka,2 BHK,1300,2,69.23,2,5325.384615
9901,Kasavanhalli,2 BHK,1100,2,68,2,6181.818182
9902,Ambalipura,2 BHK,860,2,28.93,2,3363.953488
9903,Panathur,2 BHK,1007,2,64,2,6355.51142
9904,Akshaya Nagar,2 BHK,1100,2,48,2,4363.636364
9905,Whitefield,2 BHK,1187,2,38,2,3201.347936
9906,R.T. Nagar,2 BHK,1150,2,72,2,6260.869565
9907,Nagavara,3 BHK,2400,3,252,3,10500
9908,other,2 BHK,1180,2,41.94,2,3554.237288
9909,Budigere,3 BHK,1820,3,85.2,3,4681.318681
9910,other,6 Bedroom,1200,6,180,6,15000
9911,other,3 Bedroom,2400,6,775,3,32291.66667
9912,KR Puram,4 BHK,3628,4,246,4,6780.595369
9913,other,3 BHK,1430,3,70,3,4895.104895
9914,Kanakpura Road,2 BHK,700,2,40,2,5714.285714
9915,other,2 Bedroom,1200,1,70,2,5833.333333
9916,Old Madras Road,2 BHK,1165,2,40.77,2,3499.570815
9917,Jalahalli,3 BHK,1569,3,118,3,7520.71383
9918,other,3 BHK,1950,4,95,3,4871.794872
9919,other,2 Bedroom,1200,3,70,2,5833.333333
9920,Yelahanka New Town,3 BHK,2437,3,125,3,5129.257284
9921,Marathahalli,2 BHK,950,2,46.7,2,4915.789474
9922,Bellandur,3 BHK,1685,3,115,3,6824.925816
9923,Green Glen Layout,4 BHK,3270,4,205,4,6269.11315
9924,Sarjapur  Road,2 BHK,1314,2,110,2,8371.385084
9925,other,3 BHK,1250,3,40,3,3200
9926,other,2 BHK,1130,2,68,2,6017.699115
9927,other,6 Bedroom,1200,9,122,6,10166.66667
9928,Sultan Palaya,6 Bedroom,890,5,160,6,17977.52809
9929,other,3 Bedroom,857,3,95,3,11085.18086
9930,Whitefield,3 BHK,2247,3,145,3,6453.048509
9931,Marathahalli,3 BHK,1550,3,85,3,5483.870968
9932,Hoodi,3 BHK,1715,2,100,3,5830.90379
9933,Hennur Road,2 BHK,1053,2,53,2,5033.238367
9934,Begur Road,3 Bedroom,1200,3,50,3,4166.666667
9935,HBR Layout,3 Bedroom,1800,2,230,3,12777.77778
9936,Chikkabanavar,5 Bedroom,2400,4,97,5,4041.666667
9937,other,2 BHK,1245,1,60,2,4819.277108
9938,Koramangala,2 BHK,1320,2,160,2,12121.21212
9939,Whitefield,4 Bedroom,3940,5,265,4,6725.888325
9940,Thanisandra,3 BHK,1241,2,65,3,5237.711523
9941,7th Phase JP Nagar,3 BHK,2980,4,260,3,8724.832215
9942,other,6 Bedroom,600,5,130,6,21666.66667
9943,Raja Rajeshwari Nagar,2 BHK,1090,2,57,2,5229.357798
9944,other,3 BHK,1390,2,50,3,3597.122302
9945,other,8 Bedroom,600,4,175,8,29166.66667
9946,other,3 BHK,2750,5,275,3,10000
9947,Kanakpura Road,3 BHK,1100,2,52.97,3,4815.454545
9948,Koramangala,2 BHK,1350,2,103,2,7629.62963
9949,other,2 BHK,800,2,55,2,6875
9950,Sarjapur  Road,3 BHK,1787,3,116,3,6491.326245
9951,BTM Layout,3 BHK,2400,3,220,3,9166.666667
9952,Haralur Road,4 BHK,3700,4,325,4,8783.783784
9953,Sarjapur  Road,3 BHK,1691,3,93.01,3,5500.295683
9954,Bhoganhalli,4 BHK,2119,4,111,4,5238.319962
9955,Chikka Tirupathi,3 Bedroom,2325,3,95,3,4086.021505
9956,Thyagaraja Nagar,5 Bedroom,570,5,80,5,14035.08772
9957,Akshaya Nagar,3 BHK,1896,3,102,3,5379.746835
9958,Banashankari Stage V,3 BHK,1540,3,48.51,3,3150
9959,other,2 BHK,1244,2,95,2,7636.655949
9960,Hormavu,3 BHK,1365,2,65,3,4761.904762
9961,Thanisandra,1 BHK,580,1,27.5,1,4741.37931
9962,Hebbal,3 BHK,1355,3,83.87,3,6189.667897
9963,other,3 Bedroom,1500,4,180,3,12000
9964,8th Phase JP Nagar,2 BHK,1513,2,62,2,4097.818903
9965,Banashankari,2 BHK,1175,2,41.13,2,3500.425532
9966,Thanisandra,3 BHK,2087,4,139,3,6660.277911
9967,Talaghattapura,3 BHK,2273,3,145,3,6379.234492
9968,Thanisandra,3 BHK,2050,3,150,3,7317.073171
9969,other,2 Bedroom,1200,2,75,2,6250
9970,Whitefield,2 BHK,1190,2,59,2,4957.983193
9971,Kodigehalli,4 BHK,600,3,85,4,14166.66667
9972,Marathahalli,2 BHK,1019,2,49.86,2,4893.032385
9973,Thigalarapalya,3 BHK,1830,3,133,3,7267.759563
9974,Channasandra,7 Bedroom,4278,7,299,7,6989.247312
9975,Sarjapur  Road,2 BHK,1028,2,56,2,5447.470817
9976,Old Madras Road,2 BHK,1300,2,100,2,7692.307692
9977,Whitefield,2 BHK,1160,2,67,2,5775.862069
9978,Mahadevpura,3 BHK,1505,3,78,3,5182.724252
9979,Kogilu,2 BHK,1250,2,55.55,2,4444
9980,other,1 Bedroom,400,2,50,1,12500
9981,Sarjapur,2 BHK,1175,2,41.68,2,3547.234043
9982,other,2 BHK,1100,2,57.6,2,5236.363636
9983,other,3 BHK,2159,3,120,3,5558.128763
9984,Devanahalli,2 BHK,1230,2,56.45,2,4589.430894
9985,other,3 Bedroom,1200,4,180,3,15000
9986,other,5 Bedroom,3100,6,165,5,5322.580645
9987,Old Madras Road,5 BHK,5020,7,287,5,5717.131474
9988,other,1 Bedroom,1200,1,48,1,4000
9989,other,2 BHK,1340,2,71,2,5298.507463
9990,Banashankari,3 BHK,1750,2,89,3,5085.714286
9991,Banashankari Stage II,2 BHK,1400,2,100,2,7142.857143
9992,Nagarbhavi,3 BHK,1350,3,60,3,4444.444444
9993,other,3 BHK,1675,3,62,3,3701.492537
9994,Thanisandra,2 BHK,1340,2,66.33,2,4950
9995,Malleshwaram,2 Bedroom,600,1,68,2,11333.33333
9996,Hulimavu,2 BHK,1276,2,76,2,5956.112853
9997,Ramagondanahalli,3 BHK,1738,2,76,3,4372.842348
9998,other,2 BHK,1190,2,59.9,2,5033.613445
9999,Electronic City,2 BHK,1128,2,65.45,2,5802.304965
10000,other,2 BHK,1250,2,55,2,4400
10001,other,2 BHK,1450,2,90,2,6206.896552
10002,Kudlu,2 BHK,1084,2,53,2,4889.298893
10003,Kaggadasapura,4 BHK,2150,4,90,4,4186.046512
10004,Koramangala,4 Bedroom,6000,4,625,4,10416.66667
10005,Nagarbhavi,4 Bedroom,600,3,77,4,12833.33333
10006,Hosur Road,2 BHK,1250,2,65,2,5200
10007,Seegehalli,3 Bedroom,2400,4,240,3,10000
10008,Begur,3 BHK,1304,3,65,3,4984.662577
10009,Rajaji Nagar,3 BHK,1640,3,268,3,16341.46341
10010,7th Phase JP Nagar,2 BHK,980,2,77.44,2,7902.040816
10011,other,2 BHK,1275,2,49.5,2,3882.352941
10012,other,1 Bedroom,10030,1,150,1,1495.51346
10013,Banjara Layout,3 Bedroom,2500,4,140,3,5600
10014,other,4 Bedroom,3600,4,225,4,6250
10015,Anekal,3 Bedroom,2400,4,95,3,3958.333333
10016,other,3 BHK,2300,3,280,3,12173.91304
10017,Kanakpura Road,3 BHK,1450,2,70.18,3,4840
10018,Electronic City,2 BHK,890,2,40,2,4494.382022
10019,Bannerghatta Road,2 BHK,1340,2,85,2,6343.283582
10020,Vidyaranyapura,3 BHK,1100,2,75,3,6818.181818
10021,Kengeri,2 BHK,750,2,40,2,5333.333333
10022,Basaveshwara Nagar,4 Bedroom,700,4,125,4,17857.14286
10023,Akshaya Nagar,2 BHK,1300,2,66,2,5076.923077
10024,HRBR Layout,2 BHK,1301,2,120,2,9223.674097
10025,other,9 Bedroom,3200,8,130,9,4062.5
10026,other,3 Bedroom,1900,2,92,3,4842.105263
10027,Kanakpura Road,2 BHK,1299,2,105,2,8083.140878
10028,other,3 BHK,1250,3,40,3,3200
10029,Whitefield,4 Bedroom,1600,4,300,4,18750
10030,other,2 BHK,925,2,55,2,5945.945946
10031,other,3 Bedroom,3900,3,250,3,6410.25641
10032,Uttarahalli,2 BHK,1107,2,45,2,4065.04065
10033,other,2 Bedroom,1400,2,160,2,11428.57143
10034,Electronics City Phase 1,2 BHK,1300,2,67,2,5153.846154
10035,Yeshwanthpur,2 BHK,570,2,62,2,10877.19298
10036,other,3 BHK,1715,3,95,3,5539.358601
10037,Uttarahalli,2 BHK,1200,2,55,2,4583.333333
10038,other,6 Bedroom,1200,5,280,6,23333.33333
10039,other,2 BHK,703,2,60,2,8534.85064
10040,Talaghattapura,2 BHK,921,2,29.47,2,3199.782845
10041,Marathahalli,2 BHK,1144,2,65,2,5681.818182
10042,Kanakpura Road,1 BHK,525,1,26.01,1,4954.285714
10043,other,3 BHK,1400,2,56,3,4000
10044,Balagere,1 BHK,661,1,33,1,4992.435703
10045,other,6 Bedroom,1200,6,160,6,13333.33333
10046,Kengeri Satellite Town,5 BHK,1200,5,70,5,5833.333333
10047,Yelahanka,3 BHK,1705,3,91,3,5337.243402
10048,other,5 Bedroom,1035,5,170,5,16425.12077
10049,Kadugodi,3 BHK,1430,2,55,3,3846.153846
10050,Marathahalli,2 BHK,1240,2,55,2,4435.483871
10051,Garudachar Palya,3 BHK,1325,2,60.8,3,4588.679245
10052,Thanisandra,2 BHK,1230,2,44,2,3577.235772
10053,Electronics City Phase 1,2 BHK,1000,2,28,2,2800
10054,other,4 Bedroom,740,2,24.5,4,3310.810811
10055,Uttarahalli,3 BHK,1330,2,46.45,3,3492.481203
10056,Sarjapur  Road,4 BHK,3005,5,275,4,9151.414309
10057,Shivaji Nagar,3 BHK,1300,3,170,3,13076.92308
10058,Haralur Road,2 BHK,1243,2,46,2,3700.724055
10059,Kengeri Satellite Town,4 Bedroom,936,2,60.84,4,6500
10060,Banashankari Stage III,3 BHK,1500,2,100,3,6666.666667
10061,Kodigehalli,3 Bedroom,1200,4,156,3,13000
10062,Cox Town,2 BHK,1073,2,72,2,6710.158434
10063,Kudlu,2 BHK,1300,2,56,2,4307.692308
10064,Sarjapur,4 Bedroom,4201,4,435,4,10354.67746
10065,Electronic City,2 BHK,1065,2,30.75,2,2887.323944
10066,Whitefield,2 BHK,1216,2,66.88,2,5500
10067,Jigani,3 BHK,1252,3,59,3,4712.460064
10068,Hormavu,2 BHK,1196,2,44.8,2,3745.819398
10069,Kudlu,2 BHK,1027,2,44,2,4284.323272
10070,Padmanabhanagar,3 Bedroom,610,2,75,3,12295.08197
10071,other,3 BHK,1270,2,57.15,3,4500
10072,Mico Layout,2 BHK,1171,2,39,2,3330.486763
10073,Kothannur,3 BHK,1215,2,48.6,3,4000
10074,other,1 Bedroom,600,1,20,1,3333.333333
10075,Whitefield,2 BHK,1180,2,77,2,6525.423729
10076,Electronic City Phase II,2 BHK,1160,2,33.51,2,2888.793103
10077,other,4 Bedroom,4382,4,400,4,9128.25194
10078,Whitefield,3 BHK,2140,3,139,3,6495.327103
10079,Yeshwanthpur,3 BHK,1500,3,100,3,6666.666667
10080,Banaswadi,2 BHK,1008,2,52,2,5158.730159
10081,Ambedkar Nagar,3 BHK,1921,4,129,3,6715.252473
10082,Electronic City,2 BHK,1127,2,32,2,2839.396628
10083,Rajaji Nagar,3 BHK,1621,3,124,3,7649.599013
10084,other,3 Bedroom,2400,3,360,3,15000
10085,other,3 BHK,1030,2,77.25,3,7500
10086,Whitefield,2 BHK,1314,2,84,2,6392.694064
10087,Choodasandra,3 BHK,1220,3,56,3,4590.163934
10088,Banashankari Stage VI,4 Bedroom,600,3,97,4,16166.66667
10089,JP Nagar,3 BHK,1590,2,85,3,5345.91195
10090,Shivaji Nagar,2 BHK,703,2,49.5,2,7041.251778
10091,Hosakerehalli,3 BHK,1795,3,64.62,3,3600
10092,Gottigere,4 Bedroom,3000,3,132,4,4400
10093,Sarjapur  Road,4 BHK,4395,4,242,4,5506.25711
10094,Electronic City,2 BHK,825,2,35,2,4242.424242
10095,Yelahanka,4 BHK,4025,6,350,4,8695.652174
10096,other,3 BHK,1254,2,70,3,5582.137161
10097,Ramagondanahalli,3 BHK,2040,3,114,3,5588.235294
10098,Thigalarapalya,3 BHK,2215,4,154,3,6952.595937
10099,Jalahalli,2 BHK,1478,2,125,2,8457.374831
10100,Malleshwaram,3 BHK,2475,4,337,3,13616.16162
10101,other,3 BHK,1669,3,298,3,17855.003
10102,other,3 BHK,1820,3,79.5,3,4368.131868
10103,Horamavu Agara,3 BHK,1623,3,89,3,5483.672212
10104,Haralur Road,2 BHK,1243,2,46,2,3700.724055
10105,Electronic City,2 BHK,1200,2,40.5,2,3375
10106,Gottigere,3 BHK,1613,3,72,3,4463.732176
10107,other,2 BHK,1293,2,80,2,6187.16164
10108,Hoskote,2 BHK,1065,2,28.5,2,2676.056338
10109,Kudlu Gate,2 BHK,940,2,69.57,2,7401.06383
10110,Sarjapur  Road,3 BHK,1181,2,65,3,5503.81033
10111,Malleshwaram,3 BHK,2215,3,275,3,12415.34989
10112,Marathahalli,1 BHK,1100,2,75,1,6818.181818
10113,other,2 BHK,1050,2,36,2,3428.571429
10114,Subramanyapura,3 BHK,1260,2,75,3,5952.380952
10115,Banashankari Stage II,5 BHK,2800,3,425,5,15178.57143
10116,other,3 BHK,1500,3,56,3,3733.333333
10117,KR Puram,6 Bedroom,1200,6,132,6,11000
10118,other,2 Bedroom,1000,2,66,2,6600
10119,Whitefield,3 BHK,1530,3,73,3,4771.24183
10120,HSR Layout,2 BHK,1140,2,46,2,4035.087719
10121,other,3 BHK,1864,3,115,3,6169.527897
10122,Sarjapur,3 BHK,1575,3,55,3,3492.063492
10123,Attibele,3 Bedroom,1200,3,105,3,8750
10124,Raja Rajeshwari Nagar,2 BHK,945,2,45,2,4761.904762
10125,Sarjapur  Road,3 BHK,1691,3,100,3,5913.660556
10126,other,2 Bedroom,1200,2,135,2,11250
10127,Electronic City Phase II,3 BHK,1220,3,35.25,3,2889.344262
